Level,Sentence,level_id,tense ,tense_id
A1,Her dream was to be married and have a family,0,present simple,15
A1,Would you like a hot drink,0,present simple,15
A1,We drive to work,0,present simple,15
A1,They can't pay for the hotels or food during the tour,0,future simple,7
A1,Has each flat got a kitchen,0,past simple,23
A1,My friend and I speak Spanish to each other,0,present simple,15
A1,Does she get up early,0,present simple,15
A1,When does your family eat dinner,0,present simple,15
A1,Koko can play an electric piano,0,future simple,7
A1,My best friend works in an electronics shop,0,present simple,15
A1,Thanks for your email,0,present simple,15
A1,The film has a really sad ending,0,present continuous,11
A1,I'm an engineer for a telecoms company,0,present simple,15
A1,We're in an English class together,0,present simple,15
A1,We want enthusiastic English teachers for our summer school,0,present simple,15
A1,We're going to study the environment in Alaska,0,present simple,15
A1,It's six euros fifty cents,0,present simple,15
A1,In northern Europe people put fake tan on their hands and faces,0,present simple,15
A1,Lots of events happened in my life last year,0,past simple,23
A1,It's open from ten to six every day,0,present simple,15
A1,Our neighbours; David and Erika; are a good example,0,present simple,15
A1,Clothes shopping is exciting,0,present continuous,11
A1,What's your excuse for being late,0,present continuous,11
A1,London is a great city but it's very expensive,0,present simple,15
A1,She's got a really lovely face,0,present simple,15
A1,Mt. Angel doesn't have a lot of facilities,0,present simple,15
A1,John works in a car factory,0,present simple,15
A1,People use fake tan because they don't like white skin,0,present simple,15
A1,I was in the kitchen and the fridge fell on me,0,past simple,23
A1,They fell in love and married in 1984,0,past simple passive,22
A1,Their family is poor; but they are happy,0,present simple,15
A1,Mt. Angel is famous for its festival; the 'Oktoberfest',0,present simple,15
A1,They love fashion; but they don't like new clothes,0,present simple,15
A1,I'm a fast learner,0,present simple,15
A1,She can type fast,0,future simple,7
A1,His father is very young,0,present simple,15
A1,My favourite day is Saturday,0,present simple,15
A1,The Allianz Arena has an interesting design feature; it changes colour,0,present simple,15
A1,No one in our group goes to work by ferry,0,present simple,15
A1,Mt. Angel has a famous festival,0,present simple,15
A1,Moi-ji is a kind of rice cake with a sweet filling,0,present simple,15
A1,It's a happy film,0,present simple,15
A1,I'm fine; thanks,0,present simple,15
A1,When did you finish school,0,present simple,15
A1,I finish work at 6 p.m,0,present simple,15
A1,My office is on the first floor,0,present simple,15
A1,My first name is Anna,0,present simple,15
A1,There are lots of things to do; walking; swimming and fishing,0,present simple,15
A1,We've got a flat near Notre Dame de Paris,0,present simple,15
A1,My flight to Vienna is at 12.15,0,present simple,15
A1,There's a restaurant on the top floor,0,present simple,15
A1,They put white and red flowers on top of their heads,0,past simple,23
A1,Birds can fly,0,future simple,7
A1,There was interesting food from all over the world,0,present simple,15
A1,We wear shoes and socks on our feet,0,present simple,15
A1,He can listen to the Beatles for hours,0,future simple,7
A1,So for me; the flat is like a hotel,0,present simple,15
A1,I can speak three foreign languages,0,future simple,7
A1,People walk in the forest and in the mountains,0,present simple,15
A1,I forgot the time of my meeting with the team,0,past simple,23
A1,My friend has a house in France,0,present simple,15
A1,They use the Gates Foundation to help poor people,0,present simple,15
A1,The hotel has free parking; Wi-fi and a gym,0,present simple,15
A1,There's a small kitchen with a fridge and microwave,0,present simple,15
A1,This is my friend Pieter,0,present simple,15
A1,The people are very friendly,0,present simple,15
A1,I'm from Bhutan,0,present simple,15
A1,Will Ferrell is a funny man,0,present simple,15
A1,It's a small house; but it's got a garden,0,present simple,15
A1,Why did you get the bus today,0,present simple,15
A1,I get home at 5 a.m,0,present simple,15
A1,He had a good holiday; but he got ill in Tangiers,0,past simple,23
A1,I have a shower; and then I get dressed,0,present simple,15
A1,What time do you get up,0,present simple,15
A1,The girl is their daughter,0,present simple,15
A1,Please give me the code,0,present simple,15
A1,He wanted to make the world's first glider,0,present simple,15
A1,I go to work by train,0,present simple,15
A1,I go abroad a lot,0,present simple,15
A1,I sometimes go on Facebook at work,0,present simple,15
A1,On Saturdays we go out with friends,0,present simple,15
A1,At the weekend; I go out with friends,0,present simple,15
A1,I sometimes go shopping with my wife,0,present continuous,11
A1,After dinner I go to bed,0,present simple,15
A1,We go to the cinema every weekend,0,present simple,15
A1,I never go to the theatre,0,present simple,15
A1,A lot of people in Vietnam go to work by motorbike,0,present simple,15
A1,Comet the goldfish can play football and basketball,0,future simple,7
A1,There's a golf course near the town,0,present simple,15
A1,I've got a good job,0,present perfect,13
A1,Good morning. How are you,0,present simple,15
A1,Expensive clothes are good quality,0,present simple,15
A1,Koko is a gorilla,0,present simple,15
A1,David's grandfather is from the USA,0,present simple,15
A1,Where's your grandmother,0,present simple,15
A1,Derek and Carol are Fergus; Olivia and Katie's grandparents,0,present simple,15
A1,I've got brown hair and green eyes,0,present perfect,13
A1,I wear grey trousers to work,0,present simple,15
A1,We watch him as he grows up,0,present simple,15
A1,Is there free Wi-fi for guests,0,present simple,15
A1,My mother is a tour guide in Cambridge,0,present simple,15
A1,My sister plays the guitar,0,present simple,15
A1,I'm with my friend Pedro in this photo. He's a nice guy,0,present simple,15
A1,It has a lot of good facilities: tennis; mini-golf and a gym,0,present simple,15
A1,She's got really long hair,0,present simple,15
A1,Some people put fake tan on their hands,0,present simple,15
A1,When did it happen,0,present simple,15
A1,He's very happy in Australia,0,present simple,15
A1,Agnieszka is a doctor. She's got a hard job,0,present simple,15
A1,I hate playing tennis,0,present continuous,11
A1,I don't have a car,0,present simple,15
A1,Is she going to have a baby,0,present simple,15
A1,I have a bath in the evening,0,present simple,15
A1,Did you have a good time,0,present simple,15
A1,I have a reservation. The name is Davis,0,present simple,15
A1,I get up at 5 a.m. and have a shower,0,present simple,15
A1,Does she have breakfast with her family,0,present simple,15
A1,I have dinner at 7.30 p.m,0,present perfect,13
A1,They've got very long hair and they put it up on their heads,0,present perfect,13
A1,She had a really bad headache and felt sick,0,past simple,23
A1,There's a heater in the room,0,present simple,15
A1,Hello; I'm Alisa,0,present simple,15
A1,Can I help you,0,future simple,7
A1,Are you here on business,0,present simple,15
A1,Hi; I'm Paul,0,present simple,15
A1,My hobbies are football and rock music,0,present simple,15
A1,I'm here on holiday,0,present simple,15
A1,She and her father travelled around California on horses,0,past simple,23
A1,I watched a horror film and I couldn't sleep,0,future simple,7
A1,They're nurses at a hospital in London,0,present simple,15
A1,It's very hot; but that's OK,0,present simple,15
A1,A large hot dog; please,0,present simple,15
A1,We are in a hotel in Granada,0,present simple,15
A1,Filipa's house is in Warsaw,0,present simple,15
A1,How do you spell that,0,present simple,15
A1,A waiter got a huge tip; $7;000; on a $50 bill,0,past simple,23
A1,I'm from Brazil,0,present simple,15
A1,Agneta's husband is a doctor,0,present simple,15
A1,Clothes aren't important to me,0,present simple,15
A1,We're from Chennai in India,0,present simple,15
A1,After his illness; he couldn't remember anything,0,future simple,7
A1,In fact; one or two of the bands were terrible,0,past simple,23
A1,In my free time; I go to the cinema,0,present simple,15
A1,I never wear casual clothes in the week,0,present simple,15
A1,She's going to visit her friends in Spain in three days,0,present simple,15
A1,Where do Indian women put henna,0,present simple,15
A1,I have my travel information in an email,0,present simple,15
A1,They can't understand the instructions,0,future simple,7
A1,Do you have a lot of interests,0,present simple,15
A1,She is very interested in Koko,0,present simple,15
A1,I've got an interesting job,0,present simple,15
A1,Every year there is an international Coffee Expo there,0,present simple,15
A1,Are you on the internet,0,present simple,15
A1,Henry; let me introduce you to Lena,0,present simple,15
A1,Thank you very much for the invitation,0,present simple,15
A1,Is there an iron in the room,0,present simple,15
A1,Each room has an ironing board,0,present continuous,11
A1,My address is 909 Cameron Road; Austin; Texas,0,present simple,15
A1,We're going to live in a small house on another island,0,present simple,15
A1,She's a chef in an Italian restaurant,0,present simple,15
A1,I'm Gio from Italy,0,present continuous,11
A1,Has he got a red jacket,0,present simple,15
A1,I like Ramon's jeans; but I don't like his hat,0,present simple,15
A1,My friend and I are going to join a group there,0,present simple,15
A1,I really like my journey to work,0,present simple,15
A1,I wear jumpers when it's cold,0,present simple,15
A1,Diaz gave him his wallet and his jacket to keep him warm,0,present simple,15
A1,She lives in Nairobi in Kenya,0,present simple,15
A1,Are these your keys,0,present simple,15
A1,Each kitchen has got a big fridge,0,present simple,15
A1,He saw a boy with a knife,0,past simple,23
A1,Do you know any clever animals,0,present simple,15
A1,He is a teacher at a language school,0,present simple,15
A1,I've got an old laptop,0,present simple,15
A1,We were on holiday in South Africa last year,0,past simple,23
A1,What's your last name,0,present simple,15
A1,He was a civil rights leader from the USA,0,past simple,23
A1,I'm going to learn a new language next year,0,present simple,15
A1,David often wears cowboy shirts and leather jackets,0,present simple,15
A1,The bus leaves at 9.35,0,present simple,15
A1,Ziad Fazah; from Lebanon; can speak fifty-eight languages,0,future simple,7
A1,Women put it on their arms and legs,0,past simple,23
A1,I write letters to my friends,0,present simple,15
A1,There are five letters in my first name,0,present simple,15
A1,There isn't a lift in this hotel,0,present simple,15
A1,Bryan and Anna like music,0,present simple,15
A1,It's a great place for people like me,0,present simple,15
A1,I'll send you the link to the flats,0,future simple,7
A1,I always listen to music in the car,0,present simple,15
A1,I don't live in Sydney,0,present simple,15
A1,Their lives are very different,0,present simple,15
A1,There's a living room for all the flats,0,present simple,15
A1,A bus goes to the local town; Nikiti,0,present simple,15
A1,What's the location of the hotel,0,present simple,15
A1,In Bolivia; some women wear really long skirts,0,present simple,15
A1,He got very ill and lost his memory,0,past simple,23
A1,I'm lost. Can you tell me the way to the station,0,present simple passive,14
A1,I live in Lewisburg and I love the place,0,present simple,15
A1,Amit and Syreeta are lovely people,0,present simple,15
A1,There are a lot of things to do; we're very lucky,0,present simple,15
A1,Do you want to meet for lunch,0,present simple,15
A1,Fashion magazines often have young people in them,0,present simple,15
A1,I usually make arrangements with my friends by text message,0,present simple,15
A1,My sister often makes things to give as presents,0,present simple,15
A1,He isn't a rich man,0,present simple,15
A1,This is a map of the world,0,present simple,15
A1,Are you married,0,past simple,23
A1,We need some meat for the barbecue,0,present simple,15
A1,What time's the meeting,0,present simple,15
A1,Bob had an amazing memory,0,past simple,23
A1,We've got five neighbours; three men and two women,0,present perfect,13
A1,Would you like to see the menu,0,present simple,15
A1,Message me soon. Bye,0,present simple,15
A1,He's a teacher at a school in Mexico,0,present simple,15
A1,The fridge and the microwave are in the kitchen,0,present simple,15
A1,The restaurant is open from 12 midday to 12 at night,0,present simple,15
A1,Would you like milk with your coffee,0,present simple,15
A1,California,0,present simple,15
A1,The mini-bar has got tea; coffee and water,0,present perfect,13
A1,This flat in Hiroshima is twenty minutes from the city centre,0,present simple,15
A1,I was late for work because I missed the train,0,past simple,23
A1,The waiter thought it was a mistake,0,past simple,23
A1,The waiter thought it was a mistake. 70% of people in the world have got a mobile phone,0,present perfect,13
A1,Why do they like that modern building,0,present simple,15
A1,This is my mother,0,present simple,15
A1,Hanoi has three million motorbikes,0,present simple,15
A1,There are mountains near here,0,present simple,15
A1,We're going to move abroad,0,present simple,15
A1,The Palace Museum is in Beijing,0,present simple,15
A1,What music does she like,0,present simple,15
A1,He's a musician; too,0,present simple,15
A1,What's your name,0,present simple,15
A1,She has a daugher named Akinyi,0,present perfect,13
A1,It's on Cromwell Road; near the Science Museum,0,present simple,15
A1,I need a notepad,0,present simple,15
A1,My other neighbour; Cedric; is a teacher,0,present simple,15
A1,They never wear the same clothes,0,present simple,15
A1,It's a new phone,0,present simple,15
A1,They're from New Zealand and they're lovely people,0,present simple,15
A1,He works for a newspaper,0,present simple,15
A1,I'm going to be a volunteer in Bolivia next month,0,present simple,15
A1,What time is the next metro,0,present simple,15
A1,It's next to the City Hall,0,present simple,15
A1,Have a nice day,0,present simple,15
A1,The bar is open from 12 midday to 11 at night,0,present simple,15
A1,Nobody in our group goes to work by ferry,0,present simple,15
A1,Our room is very noisy,0,present simple,15
A1,It's a notepad,0,present simple,15
A1,I think number 1 is China,0,present simple,15
A1,He's a nurse at Westmore Hospital,0,present simple,15
A1,Is the film at eight o'clock,0,present simple,15
A1,This is an interesting object,0,present simple,15
A1,Where are the ENI offices,0,present simple,15
A1,Matt often works at home,0,present simple,15
A1,Oliver is eight years old,0,present simple,15
A1,I've got an old bicycle,0,present simple,15
A1,Are you on holiday,0,present simple,15
A1,What time does the museum open,0,present simple,15
A1,The opening times of the shop are 9 a.m. in the week and 10 a.m. at weekends,0,present simple,15
A1,Some people have orange juice for breakfast,0,present perfect,13
A1,Can I take your order,0,future simple,7
A1,Would you like to order,0,future simple,7
A1,They don't wear it in the house but they wear it outside,0,present simple,15
A1,They're over there near the window,0,present simple,15
A1,Have all the flats got their own kitchen,0,present simple,15
A1,p.m,0,present simple,15
A1,I'm going to walk 150 kilometres to help an international organization for dogs,0,present simple,15
A1,She's at work from 6 a.m. to 5 p.m. every day,0,present simple,15
A1,Koko can use a paintbrush,0,future simple,7
A1,They've got a lovely painting in their room,0,present simple,15
A1,Amy's parents are in Taiwan,0,present simple,15
A1,London Zoo is in The Regent's Park,0,present simple,15
A1,My neighbours have a parrot; Murphy,0,present simple,15
A1,I can come to your party,0,future simple,7
A1,The Wi-fi password is 'guest',0,present simple,15
A1,This is a pen,0,present simple,15
A1,It's five pounds ninety-nine pence,0,present simple,15
A1,The people here are very nice,0,present simple,15
A1,Sam is a lovely person,0,present simple,15
A1,The children's pet is a dog called Benji,0,present simple passive,14
A1,It's a new phone,0,present simple,15
A1,I need to go to the pharmacy,0,present simple,15
A1,My mobile phone number is 0918-143-4267,0,present simple,15
A1,In this photo I'm with Nevin,0,present simple,15
A1,Koko can paint a picture of a bird,0,future simple,7
A1,There's a great pizza restaurant on my street,0,present simple,15
A1,It's a nice place,0,present simple,15
A1,He also plays badminton,0,present simple,15
A1,I often play sport in the evenings,0,present simple,15
A1,They are poor; but they are happy,0,present simple,15
A1,The café is a popular place to have food and drink,0,present simple,15
A1,Have you got a lot of possessions,0,present simple,15
A1,I write a post on my blog every day,0,present simple,15
A1,It's three pounds,0,present simple,15
A1,My father is probably going to change jobs,0,present simple,15
A1,One problem is that Lewisburg has a lot of visitors,0,present simple,15
A1,He's got a job on a big project in Vietnam,0,present simple,15
A1,Is it open to the public,0,present simple,15
A1,In Sydney; 17% of people go to work on public transport,0,present simple,15
A1,She's got a quiet room in the hotel,0,present simple,15
A1,It was cold and rainy so we went to the cinema,0,present simple,15
A1,I read books and watch TV,0,present simple,15
A1,The characters were real children,0,past simple,23
A1,He realized his mistake later,0,past simple,23
A1,He's got really short hair,0,present simple,15
A1,What's the reason that you are late,0,present simple,15
A1,Mr Kinney wants to find the credit card receipt,0,present simple,15
A1,There is free Wi-fi in reception,0,present simple,15
A1,My sister works as a receptionist in a hotel,0,present simple,15
A1,When you learn a new word; record it in a notebook,0,present simple,15
A1,Kuniko's got a beautiful red top,0,past simple,23
A1,I like refreshments in my room,0,present simple,15
A1,She remembers people's faces,0,present simple,15
A1,My friend works with gorillas on a research project,0,present simple,15
A1,He's a chef in a Spanish restaurant,0,present simple,15
A1,He needs some money for his retirement,0,present simple,15
A1,When she returned to the USA; she talked to people about her travels,0,past simple,23
A1,Japanese food has got a lot of rice in it,0,present simple,15
A1,The USA is a rich country,0,present simple,15
A1,She can ride a motorbike,0,future simple,7
A1,That's right,0,present simple,15
A1,London is on the River Thames,0,present simple,15
A1,Madame Tussauds is on Marylebone Road,0,present simple,15
A1,This is a photo of my house in Romania,0,present simple,15
A1,We're in a hotel and our room is really big,0,present simple,15
A1,I can't run fast,0,future simple,7
A1,Why is the woman sad,0,present simple,15
A1,The code for the safe is B50079,0,present simple,15
A1,A small salad; please,0,present simple,15
A1,They have the same father but different mothers,0,present simple,15
A1,A croque monsieur is a kind of sandwich,0,present simple,15
A1,I'm a student at a language school in Vancouver,0,present simple,15
A1,Marie Skłodowska-Curie was a scientist from Poland,0,past simple,23
A1,We're in a hotel near the sea,0,present simple,15
A1,Excuse me. That's my seat,0,present simple,15
A1,We saw a lot of different things at the festival,0,past simple,23
A1,Deborah sold their flat in London and moved back to the USA,0,past simple,23
A1,I'll send someone to help,0,present simple,15
A1,A waiter got a $6;000 tip for his service,0,past simple,23
A1,They wear a shawl around their body because it is sometimes very cold,0,present simple,15
A1,He has a blue shirt,0,present simple,15
A1,In New Zealand; children don't always wear shoes,0,present simple,15
A1,My village hasn't got a shop,0,present simple,15
A1,Kumiko's a shop assistant,0,present simple,15
A1,I shop online for clothes because it's easy and cheap,0,present simple,15
A1,The shower in my room is broken,0,present simple passive,14
A1,She can use over 1;000 signs,0,future simple,7
A1,Auma and her brother have different lives; but their jobs are similar,0,present simple,15
A1,The children are going to sing for us tomorrow,0,present simple,15
A1,She's Tibor's sister,0,present simple,15
A1,It's important to learn new skills,0,present simple,15
A1,People use fake tan because they don't like white skin,0,present simple,15
A1,She has a really long skirt,0,present simple,15
A1,I slept badly; so I got up very late,0,present simple,15
A1,Can you speak slowly,0,future simple,7
A1,Her flat is nice; but it's small,0,present simple,15
A1,I never wear smart clothes at work,0,present simple,15
A1,It's very popular with coffee as a snack,0,present simple,15
A1,It's very cold and it's often snowy; too,0,present simple,15
A1,I use social media to talk to my friends and family,0,present simple,15
A1,The sofa is in the living room,0,present simple,15
A1,Sometimes he goes to other countries for his work,0,present simple,15
A1,This is Xavier and Carmen's son; Cristóbal,0,present simple,15
A1,What's your favourite song,0,present simple,15
A1,Sorry I'm late,0,present simple,15
A1,We live in Johannesburg in South Africa,0,present simple,15
A1,I live with my parents in South Korea,0,present simple,15
A1,I can't speak Spanish,0,future simple,7
A1,Do you speak English,0,present simple,15
A1,There are some very special cakes to try,0,present simple,15
A1,How do you spell your name,0,present simple,15
A1,My father sometimes wears sports clothes,0,present simple,15
A1,In spring it is around 18°C; but it is still rainy,0,present simple,15
A1,The restaurant is on Church Square,0,present simple,15
A1,The Allianz Arena is a football stadium in Munich,0,present simple,15
A1,The staff are lovely,0,present simple,15
A1,I start work at 8 a.m,0,present simple,15
A1,Madame Tussauds is near Baker Street Station,0,present simple,15
A1,It was stormy in Tokyo yesterday; so we didn't go out,0,present simple,15
A1,You wrote a story; but they said it wasn't good,0,past simple,23
A1,Denmark,0,present simple,15
A1,It's really strange to see this,0,present simple,15
A1,The Metropolitan Opera is on 65th Street,0,present simple,15
A1,The sun and wind are very strong in the Sahara,0,present simple,15
A1,My name is Tai. I'm a student in Hanoi,0,present simple,15
A1,I'm here to study,0,present simple,15
A1,Their style is very traditional,0,present simple,15
A1,Auckland has subtropical weather,0,present simple,15
A1,It's very hot here in the summer,0,present simple,15
A1,The sun is strong in the Sahara,0,present simple,15
A1,It was sunny in London so we went to the park,0,past simple passive,22
A1,There is a big supermarket in the town,0,present simple,15
A1,I love sweet food; and I always order a dessert,0,present simple,15
A1,You can swim well,0,future simple,7
A1,Is Jack a good swimmer,0,present simple,15
A1,There's a swimming pool and a park,0,present simple,15
A1,The switch is near the door,0,present simple,15
A1,A lot of people in Switzerland go to work by train,0,present simple,15
A1,I usually wear a T-shirt on hot days,0,present simple,15
A1,The table is on the balcony,0,present simple,15
A1,It's a phone; not a tablet,0,present simple,15
A1,They teach young people from poor families,0,present simple,15
A1,She's a teacher at a language school,0,present simple,15
A1,Different teams play football there,0,present simple,15
A1,In summer the temperature is 2;24°C,0,present simple,15
A1,At the weekend; Valentina plays tennis,0,present simple,15
A1,Yanni's a taxi driver,0,present simple,15
A1,A cup of tea and a piece of chocolate cake; please,0,present simple,15
A1,He wrote tales for children,0,past simple,23
A1,What do you take photos of,0,present simple,15
A1,I had a terrible day yesterday,0,past simple,23
A1,I send a lot of text messages to my friends,0,present simple,15
A1,They're in Thailand for a week,0,present simple,15
A1,How do you spell that,0,present simple,15
A1,The day after tomorrow my parents and my brother are going to visit me,0,present simple,15
A1,There's a Shakespeare play on at the theatre,0,present simple,15
A1,Each room has a car theme,0,present simple,15
