Level,Sentence,level_id,tense,tense_id
A2,In the 15th century ; the first Europeans arrived .,1,past simple,23
A2,Pussy Riot have released seven songs .,1,present perfect,13
A2,Pussy Riot released seven songs and five videos .,1,past simple,23
A2,Miso is a very important part of Japanese food .,1,present simple,15
A2,Miso is a part of many Japanese -style meals .,1,present simple,15
A2,It was released on 19 March 2004 in Spain and on 10 September 2004 in Mexico .,1,past simple passive,22
A2,The four little people left the United States on 21 June 1869 .,1,past simple,23
A2,The four little ones left the United States on 21 June 1869 .,1,past simple,23
A2,The island 's animals are mainly birds ; although rabbits are long established here .,1,present simple,15
A2,The church was destroyed by a fire on 12 November 2001 .,1,past simple passive,22
A2,At the beginning of the 19th century ; the building was used as a restaurant .,1,past simple passive,22
A2,The date 27 April is now a public holiday in South Africa ; Freedom Day .,1,present simple,15
A2,The songs tell personal stories of life in the wide open country of Australia .,1,present simple,15
A2,The band had seven Top 40 hits between 1973 and 1976 .,1,past simple,23
A1,They had seven Top 40 songs between 1973 and 1976 .,0,past simple,23
A2,In the Sunday paper every week was included a weekly magazine .,1,past simple passive,22
A1,A weekly magazine was included in the Sunday paper .,0,past simple passive,22
A2,It received city rights in 1249 .,1,past simple,23
A1,It got city rights in 1249 .,0,past simple,23
A2,In 1972 ; video recording industry in Japan started to lose money .,1,present simple,15
A2,Horse races are taking place on Thursday .,1,present continuous,11
A2,Horse races take place in on Thursdays .,1,present simple,15
A2,Large died on 3 November 2018 from a heart attack at the age of 75 .,1,past simple,23
A2,Up to five players can play at a time .,1,future simple,7
A2,There are three differences to the previous report .,1,present simple,15
A2,Rooth died in Sweden on 27 February 1972 at the age of 83 .,1,past simple,23
A2,The quarter has a population 19;921 and an area of 2.46 km,1,present simple,15
A2,The movie 's DVD was released on October 10 ; 2006 .,1,past simple passive,22
A2,With county codes ; official until 1974 .,1,present simple,15
A1,Juuso died on 23 August 2014 ; aged 68 .,0,past simple,23
A1,Juuso died after a long illness on 23 August 2014 ; aged 69 .,0,past simple,23
A2,Like all eastern spices ; pepper was historically both a seasoning and a medicine .,1,past simple,23
A1,Cricket is the most popular sport in Bangladesh .,0,present simple,15
A2,Cricket is one of the most popular sports in Bangladesh ; followed by football .,1,present simple passive,14
A1,These camps were closed by October 1942 .,0,past simple passive,22
A2,In the United States and Canada ; digital clocks and computers usually show 12 a. m. right at midnight .,1,present simple,15
A1,The bridge opened on December 31 ; 1909 .,0,past simple,23
A2,The bridge opened to traffic on December 31 ; 1909 .,1,past simple,23
A2,In the late 1950s ; he studied filmmaking in France .,1,present simple,15
A2,Football is the most popular sport in Costa Rica .,1,present simple,15
A2,Forty - nine people have been governor of the state .,1,present perfect,13
A2,Shepodd died on August 16 ; 2017 at his London ; England home at the age of 92 .,1,past simple,23
A2,In March 2011 ; the band announced they would take a break .,1,future simple,7
A2,Ryman died on February 8 ; 2019 in New York City at the age of 88 .,1,past simple,23
A2,Ireland died on 31 July 2014 from brain cancer ; aged 68 .,1,past simple passive,22
A1,Ireland died of cancer on 31 July 2014 aged 68 .,0,past simple,23
A1,Listed from north to south,0,present simple,15
A1,Listed from north to south .,0,present simple,15
A2,Two investigations have been held by the British government .,1,present perfect passive,12
A2,There are also journals ; online articles and blogs available .,1,present simple,15
A2,The French press has different names around the world .,1,present simple,15
A2,Tor is an man one inch tall who can not fall asleep no matter what he tries .,1,present simple,15
A2,The development of the game began in early 2012 .,1,past simple,23
A2,The game started to be developed in early 2012 .,1,present simple,15
A2,Today ; it is the largest public university in Bangladesh ; with a student body of 33;000 and a faculty of 1;800 .,1,present simple,15
A2,Until the mid-19th century ; Mexico was the biggest producer of vanilla .,1,past simple,23
A2,The city hall has a total area of 19;380 m2 including the basement .,1,present continuous,11
A2,Windfeld died in February 2015 after a short illness .,1,past simple,23
A2,Windfeld died on 6 February 2015 after a short illness .,1,past simple,23
A2,Regular bus services operate around the city .,1,present simple,15
A2,In the years 1219 and / or 1234 it appears as a church village .,1,present simple,15
A1,Thomas died on April 30 ; 2016 of natural causes at the age of 91 .,0,past simple,23
A2,The government is led by the Prime Minister ; who selects all the remaining ministers .,1,present continuous,11
A2,The building was completed in 1941 ; after the start of World War II .,1,past simple passive,22
A2,The movie got very bad reviews from movie critics .,1,past simple,23
A2,Not much is known about his life .,1,present simple passive,14
A2,Little is known about his life .,1,present simple passive,14
A2,The airport was closed for about five hours after the crash .,1,past simple passive,22
A2,Several different explanations exist for the original name .,1,present simple,15
A2,It has a population of 218 people .,1,present simple,15
A1,It has a population of 218 .,0,present simple,15
A2,The province is divided into 6 districts and 12 municipalities .,1,present simple passive,14
A2,Blight disappeared on April 3 ; 2005 .,1,past simple,23
A1,On April 3 ; 2005 ; Blight disappeared .,0,past simple,23
A1,On April 15 ; 2013 ; a fire began in the library .,0,past simple,23
A2,There are three hostels for male students and two for the female students .,1,present simple,15
A2,The land battle took place over about 81 days beginning on 1 April 1945 .,1,present simple,15
A1,Beutel died on 8 May 2019 ; at the age of 72 .,0,past simple,23
A2,Ana wakes up three days later in the hospital with Christian at her side .,1,present simple,15
A2,The park was established in 1981 .,1,past simple passive,22
A1,The park was created in 1981 .,0,past simple passive,22
A2,The movie received mixed reviews .,1,past simple,23
A1,Arrow was born on 23 August 1921 ; in New York City .,0,past simple passive,22
A2,Arrow was born on August 23 ; 1921 in New York City ; New York .,1,past simple passive,22
A2,This park has three valleys .,1,present simple,15
A2,Thus ; the mean of the grouped data is,1,present simple,15
A2,The gallery was started in 1897 ; as the National Gallery of British Art .,1,past simple passive,22
A2,The diving had 136 athletes representing 25 countries .,1,present simple,15
A2,Trass died on 14 February 2017 ; aged 88 .,1,past simple,23
A2,The speech lasted 43 minutes and 2 seconds and had 4931 words .,1,past simple,23
A1,About 120;000 requests are made each year .,0,present simple passive,14
A2,The third theme was used from 1962 to 1967 .,1,past simple passive,22
A2,This award was first given for films released in 1934 .,1,past simple passive,22
A1,The park has 104 species of plants .,0,present simple,15
A2,Dufresne died on 14 June 2014 in New York City from cancer ; aged 78 .,1,past simple passive,22
A2,Dufresne died on 14 June 2014 in New York City at the age of 78 ; from cancer .,1,past simple,23
A2,Farren died on 3 February 2016 of cancer .,1,past simple,23
A2,Farren died of cancer on 3 February 2016 .,1,past simple,23
A2,The major difficulty in the use of natural gas is transportation .,1,present simple,15
A2,In 2007 ; the club began to play floorball .,1,present simple,15
A2,In 1953 he began working at a Brazilian hospital .,1,present simple,15
A2,In 1953 ; he began working at a Brazilian hospital .,1,present simple,15
A2,The band 's second world tour began in January 2001 .,1,past simple,23
A2,The band 's second world tour started in January 2001 .,1,past simple,23
A2,Luria arrived in New York City on September 12 ; 1940 and soon changed his first and middle names .,1,past simple,23
A2,Vadnais died of cancer on August 31 ; 2014 at the age of 68 .,1,past simple,23
A2,Vadnais died of cancer on August 31 ; 2014 ; at the age of 68 .,1,past simple,23
A2,Note : Tie games were not counted in the standings until 1972 .,1,past simple passive,22
B1,At the top of the emblem is the national crest that has two horns with corn in the ear and filled with sand .,2,present simple,15
B1,Gribbles bore into wood and plant material for food .,2,present simple,15
B1,A port of call is a place where a ship stops before it has finished its trip .,2,present simple,15
A2,He reached the height of his musical career in the early nineties .,1,past simple,23
B1,The above arguments hold in any ring .,2,present simple,15
B1,There are two versions that are often performed : a long one and a short one .,2,present simple,15
B1,The swimming competition was held in the open sea because the organizers had refused to spend the money necessary for a specially constructed stadium .,2,present simple,15
B1,The swimming competition was held in the open sea .,2,past simple passive,22
B1,The two common forms of playing golf are match play and stroke play .,2,present simple,15
B1,Over the next three to four days a massive nationwide hunt was launched to find the stolen items .,2,present simple,15
B1,The tomato is grown and eaten around the world .,2,present simple passive,14
B1,Like Chinese ; Japanese implements extensive use of Chinese characters ; called kanji in Japanese .,2,past simple,23
A2,Each programme has two teams of three people .,1,present simple,15
A2,Concussions prevented him from playing longer .,1,present simple,15
A2,On February 14 ; 2013 ; there were rallies in more than 190 countries .,1,past simple,23
A2,Some octopus species are also able to walk along the sea bed .,1,present simple,15
B1,A properly engineered structure does not necessarily have to be extremely strong or expensive .,2,present simple,15
B1,Many species have five petals ; often grown together .,2,present simple,15
A2,The country has a total area of ; of which 27;560 km2 is land and 190 km2 is water .,1,present simple,15
A2,In England they are often used as the fish in fish and chips .,1,present simple passive,14
B1,Regardless of the venue ; musicians usually perform on a stage .,2,present simple,15
A2,The central urban area forms one unit .,1,present simple,15
B1,A useful way to work around these gaps in knowledge is to find links to other known events .,2,present simple,15
A2,The species can also be found in northern Germany ; but the population there is low .,1,present simple,15
B1,Pinnipeds spend many months at a time at sea ; so they must sleep in the water .,2,present simple,15
B1,In 1933 the first gravel runways were built .,2,past simple passive,22
B1,Acute hospitals are those intended for short -term medical and / or surgical treatment and care .,2,present simple passive,14
B1,The first European to come to the region may have been the Spaniard Alonso de Ojeda in 1499 .,2,present simple,15
B1,Many visual novels use voice actors to provide voices for the characters in the game .,2,present simple,15
A2,Each side had three overall goals in this battle .,1,past simple,23
A2,It has two stable isotopes .,1,present simple,15
B1,In Singapore ; 7 - Eleven forms the largest chain of convenience stores island-wide .,2,present simple,15
B1,Australian Mists are medium-sized short - haired cats ; with a round head and large eyes .,2,present simple,15
A2,Australian Mists are okay with being picked up and held .,1,present continuous passive,10
B1,Though never intended as a teaching tool ; various viewers used the knowledge they obtained watching the show .,2,present simple,15
B1,Masks of dead people are a tradition in many countries .,2,present simple,15
B1,Despite the key rarely being used in orchestral music other than to modulate ; it is not entirely uncommon in keyboard music .,2,present simple,15
A2,Since 1990 ; the President 's term has begun and ended on March 1 .,1,present perfect passive,12
B1,The history of the city has always been closely connected to shipbuilding .,2,present perfect passive,12
A2,Music was an early part of Christmas and its celebrations .,1,past simple,23
B1,There were several inter-promotional matches after Unforgiven .,2,past simple,23
B1,Some rice proteins are regarded as the causes of allergy in some people .,2,present simple passive,14
B1,Regular hand washing reduces the spread of cold viruses .,2,present simple,15
B1,Adding to science and technology has happened throughout the country 's history .,2,present simple,15
A2,Kestrels can fly in stationary air ; even indoors in barns .,1,future simple,7
B1,He quit the band in 2008 to put more energy into his career as a pilot .,2,present simple,15
B1,In golf ; a golfer plays a number of holes in a given order .,2,present simple passive,14
B1,The coat of arms of the region changed during the ages .,2,past simple,23
A2,Many species of skippers look very alike .,1,present simple,15
B1,The federal government owns about twenty - eight percent of the land in the United States .,2,present simple,15
B1,The French were the first Europeans to live in Canada permanently .,2,present simple,15
B1,The chessboard on the top of the box was thin .,2,past simple,23
B1,Currently there are 30 volumes available on the database ; including more than 11;000 items and more than 11;000 illustrations and photographs .,2,present continuous,11
B1,People first began using weather charts in a modern way in the mid-19th century .,2,present simple,15
A2,An Avenue of Honor also remembers those who died in World War I .,1,present simple,15
B1,Gender relations are another area examined by the stories .,2,present simple passive,14
B1,There are however many variations ; and many surprising aspects .,2,present simple,15
B1,A- flat minor is rarely used as the main key of a piece of music .,2,present simple passive,14
B1,The remaining three of the 33 tracks are instrumentals .,2,present simple,15
B1,Since preservation ; the railway has operated as a tourist attraction .,2,present perfect,13
B1,In addition ; the season has won many awards during its runtime .,2,present perfect,13
B1,All defensive players wear fielding gloves ; made of leather or similar material .,2,present continuous passive,10
B1,Oll ; who was married ; fell into severe depressions after he divorced .,2,past simple,23
B1,Even though there were such criticisms ; the novel was still very popular .,2,past simple,23
B1,The ride will not operate in the rain ; even during drizzling conditions .,2,future continuous,3
A2,It is a popular place for whitewater rafting and kayaking .,1,present simple,15
B1,The design on the shield shows the sun ; also found on the flag ; rising from a blue and white sea .,2,present simple,15
A2,County Roads 7 and 11 are also in the immediate area .,1,present simple,15
B1,The lake has relatively high levels of dissolved salts .,2,present perfect,13
A2,Astronomy is one of the oldest sciences .,1,present simple,15
B1,Summer activities such as concerts and boxing matches often tear up the pitch .,2,present simple,15
A2,The population was 41;558 at the 2010 census .,1,past simple,23
B1,These groups are no longer registered and can no longer take part in elections .,2,present simple passive,14
A2,The flowers are small ; and plentiful .,1,present simple,15
B1,There are 670 bird species in Rwanda ; with variation between the east and the west .,2,present simple,15
B1,Philosophy is the study of humans and the world by thinking and asking questions .,2,present continuous,11
A2,It is not known who made the coat of arms .,1,present simple passive,14
A2,This version of the coat of arms is in use since 1907 .,1,present simple,15
B1,Blood or urine tests measure hCG .,2,present simple,15
B1,Hatchlings are about 1.5 cm long and weigh between 0.3 and .,2,present simple,15
B1,The city is a popular tourist destination ; with an average year- round temperature of 75.5 F and 3;000 hours of sunshine per year .,2,present simple,15
B1,After boxing ; Rose became a successful businessman .,2,present simple,15
B1,There are a lot of operating systems ; which are based on FreeBSD .,2,present continuous,11
B1,These are the best known ; most widely used real-time operating systems .,2,present simple,15
B1,Sometimes ; a train does not have enough speed to make it over the 215 ft top hat element .,2,present simple,15
A2,Skiing ; snowboarding and mountaineering are among the most popular sports in Switzerland .,1,present simple,15
A2,The city has about 10 km2 of greenspace ; lakes ; forests and farmland .,1,present simple,15
A2,The movement began in the late 1960s .,1,past simple,23
B1,Harvestmen are not dangerous to humans .,2,present simple,15
A2,Testing was slow as they were still getting the Saturn V ready for Apollo 4 .,1,present simple,15
A2,This created a bottleneck in the German advance .,1,past simple,23
